measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,11,Indonesia,1,Male,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1990,0.0340668529664355,0.0378778441579013,0.0305560035445814
5,Prevalence,11,Indonesia,2,Female,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1990,0.033381696202164,0.0366956207353296,0.0298413132503031
5,Prevalence,11,Indonesia,3,Both,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1990,0.0337306496536419,0.0372267597571471,0.0302949717297792
5,Prevalence,13,Malaysia,1,Male,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1990,0.059650661069607,0.0663856169539827,0.0535758394655828
5,Prevalence,13,Malaysia,2,Female,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1990,0.0602216841571384,0.0666730271180038,0.0543277134845213
5,Prevalence,13,Malaysia,3,Both,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1990,0.0600595783378992,0.066254138934983,0.0543633161070587
5,Prevalence,155,Türkiye,1,Male,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1990,0.0545037117444273,0.0598149798506635,0.049166705204202
5,Prevalence,155,Türkiye,2,Female,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1990,0.0461008731685534,0.0503162831822948,0.0417582504195071
5,Prevalence,155,Türkiye,3,Both,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1990,0.0502256493885509,0.0546601868211323,0.0455576844638166
5,Prevalence,43,Albania,1,Male,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1991,0.0213288415893113,0.0242222425766759,0.0191102891825596
5,Prevalence,43,Albania,2,Female,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1991,0.0176314989608425,0.0199266826776558,0.0155865576168593
5,Prevalence,43,Albania,3,Both,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1991,0.0195283075913059,0.0218710908580567,0.0176386624603112
5,Prevalence,97,Argentina,1,Male,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1990,0.0320866119310798,0.034502248308514,0.0294967134822884
5,Prevalence,97,Argentina,2,Female,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1990,0.0297535417950669,0.0321359673762834,0.0268435349474335
5,Prevalence,97,Argentina,3,Both,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1990,0.0308588386873715,0.0328750457648818,0.0286137632763239
5,Prevalence,50,Montenegro,1,Male,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1990,0.0378055446213482,0.0428494893875624,0.0334996101876551
5,Prevalence,50,Montenegro,2,Female,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1990,0.0316182524951139,0.0358657731266482,0.0281451641709102
5,Prevalence,50,Montenegro,3,Both,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1990,0.0345301257430602,0.0386151284220628,0.0311390197675393
5,Prevalence,178,Eritrea,1,Male,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1992,0.032952670939131,0.0360435130916595,0.0297280954869014
5,Prevalence,178,Eritrea,2,Female,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1992,0.0224598314274271,0.0247361993333848,0.0204702609580196
5,Prevalence,178,Eritrea,3,Both,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1992,0.0270541252240346,0.0296503857509992,0.0246544919681782
5,Prevalence,110,Dominica,1,Male,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1990,0.0673458223586027,0.0746781378065699,0.0609760502264255
5,Prevalence,110,Dominica,2,Female,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1990,0.083112148385579,0.0906586449172624,0.073998686323843
5,Prevalence,110,Dominica,3,Both,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1990,0.0761523138844319,0.0825966230604668,0.0691308581214129
5,Prevalence,15,Myanmar,1,Male,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1992,0.0423109267066797,0.045997385850012,0.0380773945032734
5,Prevalence,15,Myanmar,2,Female,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1992,0.0485070832689448,0.0526792996279417,0.0442002936219653
5,Prevalence,15,Myanmar,3,Both,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1992,0.0455596210096367,0.0492099089631068,0.0413034673577836
5,Prevalence,144,Jordan,1,Male,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1990,0.0843666643339415,0.0914385019041582,0.076788145621609
5,Prevalence,144,Jordan,2,Female,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1990,0.0782450186336098,0.0838209647543322,0.0726635662524064
5,Prevalence,144,Jordan,3,Both,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1990,0.0814586990107305,0.086982319826708,0.075451458414302
5,Prevalence,39,Tajikistan,1,Male,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1990,0.0371511102552785,0.0415677682930189,0.0331872888907264
5,Prevalence,39,Tajikistan,2,Female,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1990,0.0311006481670288,0.0345381350948236,0.0283128275677689
5,Prevalence,39,Tajikistan,3,Both,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1990,0.0339119548993693,0.0372269497912566,0.0307684134658558
5,Prevalence,198,Zimbabwe,1,Male,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1991,0.0385864272122279,0.0430956086341179,0.03498540005618
5,Prevalence,198,Zimbabwe,2,Female,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1991,0.0304625039389519,0.0336080408543139,0.0273492544324049
5,Prevalence,198,Zimbabwe,3,Both,27,Age-standardized,976,Diabetes mellitus type 2,2,Percent,1991,0.0343172419643983,0.0381510606766481,0.0312111366281709
